OBS_DATETIME,STATIONCODE,TEMP,HUMI,WSPD_10,WDIR_10
2023-07-20 16:55:00,CG,29.9,82.0,1.4,128
2023-07-20 16:56:00,CG,30.0,81.0,1.3,131
2023-07-20 16:57:00,CG,30.0,80.0,1.2,130
2023-07-20 16:58:00,CG,30.0,79.0,1.3,132
2023-07-20 16:59:00,CG,30.0,79.0,1.3,131
2023-07-20 17:00:00,CG,30.2,79.0,1.2,132
2023-07-20 17:01:00,CG,30.2,79.0,1.2,134
2023-07-20 17:02:00,CG,30.3,78.0,1.2,130
2023-07-20 17:03:00,CG,30.3,79.0,1.1,124
2023-07-20 17:04:00,CG,30.3,79.0,1.1,124
2023-07-20 17:05:00,CG,30.4,78.0,1.1,127
2023-07-20 17:06:00,CG,30.3,78.0,1.0,125
2023-07-20 17:07:00,CG,,,1.0,119
2023-07-20 17:08:00,CG,30.3,78.0,0.9,109
2023-07-20 17:09:00,CG,30.3,78.0,0.9,111
2023-07-20 17:10:00,CG,,,1.0,109
2023-07-20 17:11:00,CG,30.3,78.0,0.9,110
2023-07-20 17:12:00,CG,30.3,78.0,1.0,116
2023-07-20 17:13:00,CG,30.2,78.0,1.0,116
2023-07-20 17:14:00,CG,30.1,78.0,1.0,112
2023-07-20 17:15:00,CG,30.0,80.0,1.1,107
2023-07-20 17:16:00,CG,30.0,80.0,1.1,102
2023-07-20 17:17:00,CG,30.1,81.0,1.1,105
2023-07-20 17:18:00,CG,30.1,80.0,1.2,105
2023-07-20 17:19:00,CG,30.0,79.0,1.1,107
2023-07-20 17:20:00,CG,30.0,79.0,1.2,111
2023-07-20 17:21:00,CG,30.0,79.0,1.2,116
2023-07-20 17:22:00,CG,30.0,78.0,1.1,112
2023-07-20 17:23:00,CG,30.0,78.0,1.2,115
2023-07-20 17:24:00,CG,29.9,79.0,1.1,109
2023-07-20 17:25:00,CG,29.9,80.0,1.1,110
2023-07-20 17:26:00,CG,29.9,80.0,1.1,119
2023-07-20 17:27:00,CG,29.9,80.0,1.1,122
2023-07-20 17:28:00,CG,29.8,80.0,1.1,116
2023-07-20 17:29:00,CG,29.9,81.0,1.1,113
2023-07-20 17:30:00,CG,29.9,80.0,1.1,118
2023-07-20 17:31:00,CG,29.9,79.0,1.2,120
2023-07-20 17:32:00,CG,29.8,79.0,1.2,122
2023-07-20 17:33:00,CG,29.8,79.0,1.3,121
2023-07-20 17:34:00,CG,29.8,79.0,1.3,124
2023-07-20 17:35:00,CG,29.8,80.0,1.3,129
2023-07-20 17:36:00,CG,29.7,79.0,1.2,141
2023-07-20 17:37:00,CG,29.7,80.0,1.2,138
2023-07-20 17:38:00,CG,29.7,80.0,1.3,145
2023-07-20 17:39:00,CG,29.6,79.0,1.3,153
2023-07-20 17:40:00,CG,29.6,80.0,1.3,148
2023-07-20 17:41:00,CG,29.6,80.0,1.2,145
2023-07-20 17:42:00,CG,29.6,80.0,1.2,146
2023-07-20 17:43:00,CG,29.6,80.0,1.1,144
2023-07-20 17:44:00,CG,29.6,80.0,1.1,147
2023-07-20 17:45:00,CG,29.6,80.0,1.1,140
2023-07-20 17:46:00,CG,29.6,79.0,1.2,138
2023-07-20 17:47:00,CG,29.6,78.0,1.2,148
2023-07-20 17:48:00,CG,29.6,79.0,1.1,144
2023-07-20 17:49:00,CG,29.6,79.0,1.1,134
2023-07-20 17:50:00,CG,29.5,77.0,1.1,139
2023-07-20 17:51:00,CG,29.5,79.0,1.1,136
2023-07-20 17:52:00,CG,29.5,79.0,1.1,135
2023-07-20 17:53:00,CG,29.5,78.0,1.2,144
2023-07-20 17:54:00,CG,29.5,78.0,1.3,147
2023-07-20 17:55:00,CG,29.4,78.0,1.2,150
2023-07-20 17:56:00,CG,29.5,78.0,1.2,147
2023-07-20 17:57:00,CG,29.5,78.0,1.2,138
2023-07-20 17:58:00,CG,29.5,79.0,1.2,130
2023-07-20 17:59:00,CG,29.5,79.0,1.3,136
2023-07-20 18:00:00,CG,29.4,79.0,1.2,134
2023-07-20 18:01:00,CG,29.5,79.0,1.3,137
2023-07-20 18:02:00,CG,29.5,79.0,1.3,134
2023-07-20 18:03:00,CG,29.4,80.0,1.3,132
2023-07-20 18:04:00,CG,29.4,80.0,1.2,124
2023-07-20 18:05:00,CG,29.4,80.0,1.2,117
2023-07-20 18:06:00,CG,29.4,80.0,1.1,120
2023-07-20 18:07:00,CG,29.4,81.0,1.1,126
2023-07-20 18:08:00,CG,29.4,80.0,1.0,130
2023-07-20 18:09:00,CG,29.3,80.0,1.0,132
2023-07-20 18:10:00,CG,29.3,79.0,1.2,132
2023-07-20 18:11:00,CG,29.3,79.0,1.1,134
2023-07-20 18:12:00,CG,29.3,80.0,1.1,131
2023-07-20 18:13:00,CG,29.3,80.0,1.1,130
2023-07-20 18:14:00,CG,29.3,80.0,1.1,136
2023-07-20 18:15:00,CG,29.3,80.0,1.1,138
2023-07-20 18:16:00,CG,29.3,79.0,1.2,139
2023-07-20 18:17:00,CG,29.3,80.0,1.2,135
2023-07-20 18:18:00,CG,29.3,80.0,1.2,133
2023-07-20 18:19:00,CG,29.4,80.0,1.1,134
2023-07-20 18:20:00,CG,29.4,80.0,1.0,128
2023-07-20 18:21:00,CG,29.4,81.0,1.0,120
2023-07-20 18:22:00,CG,29.3,80.0,1.1,121
2023-07-20 18:23:00,CG,29.3,80.0,1.1,125
2023-07-20 18:24:00,CG,29.3,80.0,1.1,125
2023-07-20 18:25:00,CG,29.3,80.0,1.0,126
2023-07-20 18:26:00,CG,29.2,80.0,1.0,124
2023-07-20 18:27:00,CG,29.2,80.0,1.0,126
2023-07-20 18:28:00,CG,29.2,80.0,0.9,132
2023-07-20 18:29:00,CG,29.1,80.0,1.0,138
2023-07-20 18:30:00,CG,29.1,80.0,1.0,137
2023-07-20 18:31:00,CG,29.2,80.0,0.8,135
2023-07-20 18:33:00,CG,29.2,79.0,0.8,126
2023-07-20 18:34:00,CG,29.2,78.0,0.8,125
2023-07-20 18:35:00,CG,29.2,79.0,0.8,129
2023-07-20 18:36:00,CG,29.1,79.0,0.8,133
2023-07-20 18:37:00,CG,29.1,79.0,0.8,122
2023-07-20 18:38:00,CG,29.1,79.0,0.8,121
2023-07-20 18:39:00,CG,29.1,80.0,0.8,110
2023-07-20 18:40:00,CG,29.2,80.0,0.8,119
2023-07-20 18:41:00,CG,29.2,79.0,0.8,136
2023-07-20 18:42:00,CG,29.2,79.0,0.8,121
2023-07-20 18:43:00,CG,29.2,80.0,0.8,109
2023-07-20 18:44:00,CG,29.1,80.0,0.7,126
2023-07-20 18:45:00,CG,29.1,78.0,0.7,124
2023-07-20 18:46:00,CG,29.1,79.0,0.7,121
2023-07-20 18:47:00,CG,29.1,78.0,0.7,129
2023-07-20 18:48:00,CG,29.1,78.0,0.8,128
2023-07-20 18:49:00,CG,29.1,78.0,0.8,132
2023-07-20 18:50:00,CG,29.1,79.0,0.8,130
2023-07-20 18:51:00,CG,29.1,79.0,0.8,120
2023-07-20 18:52:00,CG,29.1,79.0,0.8,128
2023-07-20 18:53:00,CG,29.1,79.0,0.8,134
2023-07-20 18:54:00,CG,29.0,77.0,0.8,131
2023-07-20 18:55:00,CG,29.0,76.0,0.8,129
2023-07-20 18:56:00,CG,29.0,76.0,0.8,128
2023-07-20 18:57:00,CG,29.0,76.0,0.7,123
2023-07-20 18:58:00,CG,29.0,76.0,0.6,123
2023-07-20 18:59:00,CG,29.0,77.0,0.6,120
2023-07-20 19:00:00,CG,29.0,77.0,0.6,119
2023-07-20 19:01:00,CG,29.0,78.0,0.6,114
2023-07-20 19:02:00,CG,29.0,79.0,0.5,107
2023-07-20 19:03:00,CG,28.9,78.0,0.5,101
2023-07-20 19:04:00,CG,,,0.5,95
2023-07-20 19:05:00,CG,28.8,79.0,0.5,96
2023-07-20 19:06:00,CG,28.8,79.0,0.6,87
2023-07-20 19:07:00,CG,28.8,79.0,0.6,81
2023-07-20 19:08:00,CG,,,0.5,93
2023-07-20 19:09:00,CG,,,0.5,116
2023-07-20 19:10:00,CG,28.7,78.0,0.6,121
2023-07-20 19:11:00,CG,28.7,78.0,0.7,129
2023-07-20 19:12:00,CG,28.7,79.0,0.8,132
2023-07-20 19:13:00,CG,28.7,78.0,0.8,129
2023-07-20 19:14:00,CG,28.7,78.0,0.8,125
2023-07-20 19:15:00,CG,28.7,78.0,0.8,132
2023-07-20 19:16:00,CG,28.8,78.0,0.8,142
2023-07-20 19:17:00,CG,28.8,79.0,0.8,161
2023-07-20 19:18:00,CG,28.8,79.0,0.8,149
2023-07-20 19:19:00,CG,28.8,79.0,0.9,131
2023-07-20 19:20:00,CG,28.7,78.0,0.8,129
2023-07-20 19:21:00,CG,28.7,80.0,0.8,124
2023-07-20 19:22:00,CG,28.7,79.0,0.8,119
2023-07-20 19:23:00,CG,28.7,79.0,0.8,112
2023-07-20 19:24:00,CG,28.7,80.0,0.7,76
2023-07-20 19:25:00,CG,28.7,79.0,0.7,346
2023-07-20 19:26:00,CG,28.7,79.0,0.7,20
2023-07-20 19:27:00,CG,28.7,80.0,0.8,89
2023-07-20 19:28:00,CG,28.6,79.0,0.9,133
2023-07-20 19:29:00,CG,28.7,79.0,0.8,137
2023-07-20 19:30:00,CG,28.7,79.0,0.8,152
2023-07-20 19:31:00,CG,28.7,80.0,0.7,176
2023-07-20 19:32:00,CG,28.6,80.0,0.7,204
2023-07-20 19:33:00,CG,28.6,80.0,0.6,182
2023-07-20 19:34:00,CG,28.6,81.0,0.6,268
2023-07-20 19:35:00,CG,28.7,81.0,0.5,247
2023-07-20 19:36:00,CG,28.6,81.0,0.5,201
2023-07-20 19:37:00,CG,28.6,80.0,0.5,165
2023-07-20 19:38:00,CG,28.6,80.0,0.6,170
2023-07-20 19:39:00,CG,28.6,80.0,0.8,185
2023-07-20 19:40:00,CG,28.6,80.0,0.9,174
2023-07-20 19:41:00,CG,28.6,80.0,1.0,160
2023-07-20 19:42:00,CG,28.6,80.0,1.1,152
2023-07-20 19:43:00,CG,28.7,80.0,1.1,155
2023-07-20 19:44:00,CG,28.7,80.0,1.2,151
2023-07-20 19:45:00,CG,28.7,80.0,1.2,156
2023-07-20 19:46:00,CG,28.7,80.0,1.3,155
2023-07-20 19:47:00,CG,28.7,81.0,1.2,157
2023-07-20 19:48:00,CG,28.7,81.0,1.0,156
2023-07-20 19:49:00,CG,28.7,81.0,0.9,157
2023-07-20 19:50:00,CG,28.6,82.0,0.8,156
2023-07-20 19:51:00,CG,28.6,82.0,0.8,157
2023-07-20 19:52:00,CG,28.6,82.0,0.9,163
2023-07-20 19:53:00,CG,28.5,82.0,0.9,167
2023-07-20 19:54:00,CG,28.5,82.0,1.0,168
2023-07-20 19:55:00,CG,28.6,83.0,0.9,146
2023-07-20 19:56:00,CG,28.5,83.0,0.9,142
2023-07-20 19:57:00,CG,28.5,83.0,1.0,158
2023-07-20 19:58:00,CG,,,1.1,158
2023-07-20 19:59:00,CG,28.5,83.0,1.2,152
2023-07-20 20:00:00,CG,28.5,83.0,1.1,154
2023-07-20 20:01:00,CG,28.5,83.0,1.2,151
2023-07-20 20:02:00,CG,28.5,83.0,1.2,148
2023-07-20 20:03:00,CG,28.5,83.0,1.3,145
2023-07-20 20:04:00,CG,28.5,84.0,1.4,149
2023-07-20 20:05:00,CG,28.5,84.0,1.5,163
2023-07-20 20:06:00,CG,28.5,84.0,1.6,164
2023-07-20 20:07:00,CG,28.5,84.0,1.6,163
2023-07-20 20:08:00,CG,28.4,84.0,1.7,163
2023-07-20 20:09:00,CG,28.4,84.0,1.6,165
2023-07-20 20:10:00,CG,28.4,84.0,1.6,166
2023-07-20 20:11:00,CG,28.5,84.0,1.6,171
2023-07-20 20:12:00,CG,28.5,85.0,1.6,173
2023-07-20 20:13:00,CG,28.5,84.0,1.4,167
2023-07-20 20:14:00,CG,28.5,85.0,1.2,156
2023-07-20 20:15:00,CG,28.5,85.0,1.1,163
2023-07-20 20:16:00,CG,28.5,85.0,0.9,206
2023-07-20 20:17:00,CG,28.5,85.0,0.9,204
2023-07-20 20:18:00,CG,28.5,85.0,0.8,180
2023-07-20 20:19:00,CG,28.5,85.0,0.7,149
2023-07-20 20:20:00,CG,28.5,85.0,0.7,123
2023-07-20 20:21:00,CG,28.4,85.0,0.7,140
2023-07-20 20:22:00,CG,28.3,85.0,0.7,139
2023-07-20 20:23:00,CG,28.3,85.0,0.7,130
2023-07-20 20:24:00,CG,28.3,85.0,0.9,140
2023-07-20 20:25:00,CG,28.3,85.0,1.1,136
2023-07-20 20:26:00,CG,28.3,85.0,1.2,137
2023-07-20 20:27:00,CG,28.4,85.0,1.1,127
2023-07-20 20:28:00,CG,28.4,85.0,1.1,124
2023-07-20 20:29:00,CG,28.4,85.0,1.1,130
2023-07-20 20:30:00,CG,28.3,85.0,1.0,134
2023-07-20 20:31:00,CG,28.3,85.0,1.0,133
2023-07-20 20:32:00,CG,28.3,84.0,0.9,129
2023-07-20 20:33:00,CG,28.3,84.0,0.9,127
2023-07-20 20:34:00,CG,28.3,85.0,0.7,125
2023-07-20 20:35:00,CG,28.3,84.0,0.6,126
2023-07-20 20:36:00,CG,28.3,84.0,0.5,123
2023-07-20 20:37:00,CG,28.3,85.0,0.5,128
2023-07-20 20:38:00,CG,28.3,85.0,0.5,131
2023-07-20 20:39:00,CG,28.3,85.0,0.6,127
2023-07-20 20:40:00,CG,28.3,85.0,0.6,126
2023-07-20 20:41:00,CG,28.3,85.0,0.6,125
2023-07-20 20:42:00,CG,28.3,85.0,0.7,125
2023-07-20 20:43:00,CG,28.3,85.0,0.7,123
2023-07-20 20:44:00,CG,28.3,86.0,0.7,119
2023-07-20 20:45:00,CG,28.3,86.0,0.7,123
2023-07-20 20:46:00,CG,28.3,86.0,0.7,130
2023-07-20 20:47:00,CG,28.3,86.0,0.7,122
2023-07-20 20:48:00,CG,28.3,86.0,0.8,111
2023-07-20 20:49:00,CG,,,0.8,121
2023-07-20 20:50:00,CG,28.2,86.0,0.8,128
2023-07-20 20:51:00,CG,28.2,86.0,0.8,119
2023-07-20 20:52:00,CG,28.2,86.0,0.8,113
2023-07-20 20:53:00,CG,28.3,86.0,1.0,119
2023-07-20 20:54:00,CG,28.2,86.0,1.1,124
2023-07-20 20:55:00,CG,,,1.1,124
2023-07-20 20:56:00,CG,28.3,86.0,1.1,128
2023-07-20 20:57:00,CG,28.3,86.0,1.1,133
2023-07-20 20:58:00,CG,28.3,86.0,1.1,130
2023-07-20 20:59:00,CG,,,1.0,126
2023-07-20 21:00:00,CG,28.2,86.0,0.9,124
2023-07-20 21:01:00,CG,28.2,86.0,1.0,129
2023-07-20 21:02:00,CG,28.2,86.0,1.0,131
2023-07-20 21:03:00,CG,28.2,85.0,1.0,130
2023-07-20 21:04:00,CG,28.2,85.0,0.9,128
2023-07-20 21:05:00,CG,28.2,86.0,1.0,127
2023-07-20 21:06:00,CG,,,1.0,121
2023-07-20 21:07:00,CG,28.2,86.0,1.1,126
2023-07-20 21:08:00,CG,28.2,85.0,1.0,130
2023-07-20 21:09:00,CG,28.2,85.0,1.1,135
2023-07-20 21:10:00,CG,28.2,85.0,1.1,131
2023-07-20 21:11:00,CG,28.2,85.0,1.1,133
2023-07-20 21:12:00,CG,28.2,84.0,1.1,133
2023-07-20 21:13:00,CG,28.2,84.0,1.0,135
2023-07-20 21:14:00,CG,28.2,84.0,1.0,137
2023-07-20 21:15:00,CG,28.2,85.0,1.0,137
2023-07-20 21:16:00,CG,28.2,85.0,0.9,139
2023-07-20 21:17:00,CG,28.1,84.0,0.9,140
2023-07-20 21:18:00,CG,28.2,85.0,0.9,131
2023-07-20 21:19:00,CG,28.2,85.0,1.0,132
2023-07-20 21:20:00,CG,28.1,85.0,1.0,138
2023-07-20 21:21:00,CG,28.1,85.0,1.0,136
2023-07-20 21:22:00,CG,28.2,85.0,0.9,141
2023-07-20 21:23:00,CG,28.2,85.0,0.9,142
2023-07-20 21:24:00,CG,28.2,85.0,0.8,136
2023-07-20 21:25:00,CG,28.2,85.0,0.8,135
2023-07-20 21:26:00,CG,28.2,85.0,0.7,145
2023-07-20 21:27:00,CG,28.2,85.0,0.7,167
2023-07-20 21:28:00,CG,28.2,86.0,0.6,90
2023-07-20 21:29:00,CG,28.2,86.0,0.5,76
2023-07-20 21:30:00,CG,28.1,86.0,0.4,95
2023-07-20 21:31:00,CG,28.1,86.0,0.4,103
2023-07-20 21:32:00,CG,28.1,86.0,0.4,87
2023-07-20 21:33:00,CG,28.1,87.0,0.4,79
2023-07-20 21:34:00,CG,28.1,87.0,0.5,89
2023-07-20 21:35:00,CG,28.1,87.0,0.5,100
2023-07-20 21:36:00,CG,28.1,87.0,0.5,122
2023-07-20 21:37:00,CG,28.1,87.0,0.6,120
2023-07-20 21:38:00,CG,28.1,87.0,0.6,127
2023-07-20 21:39:00,CG,28.1,88.0,0.7,139
2023-07-20 21:40:00,CG,28.0,87.0,0.7,140
2023-07-20 21:41:00,CG,28.0,88.0,0.7,144
2023-07-20 21:42:00,CG,28.1,88.0,0.7,138
2023-07-20 21:43:00,CG,28.0,88.0,0.6,141
2023-07-20 21:44:00,CG,28.0,88.0,0.6,136
2023-07-20 21:45:00,CG,28.0,88.0,0.6,95
2023-07-20 21:46:00,CG,28.0,88.0,0.6,47
2023-07-20 21:47:00,CG,28.0,88.0,0.6,340
2023-07-20 21:48:00,CG,27.9,88.0,0.5,298
2023-07-20 21:49:00,CG,27.9,88.0,0.5,152
2023-07-20 21:50:00,CG,28.0,88.0,0.5,109
2023-07-20 21:51:00,CG,28.0,87.0,0.5,107
2023-07-20 21:52:00,CG,28.0,87.0,0.6,134
2023-07-20 21:53:00,CG,28.1,87.0,0.7,158
2023-07-20 21:54:00,CG,28.1,87.0,0.8,173
2023-07-20 21:55:00,CG,28.1,87.0,0.8,171
2023-07-20 21:56:00,CG,28.1,87.0,0.8,166
2023-07-20 21:57:00,CG,28.1,87.0,0.9,155
2023-07-20 21:58:00,CG,28.1,88.0,1.0,160
2023-07-20 21:59:00,CG,28.0,87.0,1.1,161
2023-07-20 22:00:00,CG,28.0,88.0,1.1,163
2023-07-20 22:01:00,CG,28.1,88.0,1.1,161
2023-07-20 22:02:00,CG,28.0,88.0,1.1,159
2023-07-20 22:03:00,CG,28.0,87.0,1.2,158
2023-07-20 22:04:00,CG,28.0,87.0,1.3,155
2023-07-20 22:05:00,CG,28.0,87.0,1.4,152
2023-07-20 22:06:00,CG,28.1,87.0,1.5,151
2023-07-20 22:07:00,CG,28.1,87.0,1.5,153
2023-07-20 22:08:00,CG,28.1,87.0,1.4,150
2023-07-20 22:09:00,CG,,,1.3,149
2023-07-20 22:10:00,CG,28.1,87.0,1.3,152
2023-07-20 22:11:00,CG,28.1,87.0,1.3,155
2023-07-20 22:12:00,CG,28.1,87.0,1.3,158
2023-07-20 22:13:00,CG,28.1,87.0,1.2,158
2023-07-20 22:14:00,CG,28.1,87.0,1.0,162
2023-07-20 22:15:00,CG,28.1,87.0,1.0,164
2023-07-20 22:16:00,CG,28.1,87.0,0.9,167
2023-07-20 22:17:00,CG,28.1,86.0,0.9,171
2023-07-20 22:18:00,CG,28.1,86.0,0.9,178
2023-07-20 22:19:00,CG,28.1,86.0,0.8,184
2023-07-20 22:20:00,CG,28.1,86.0,0.7,195
2023-07-20 22:21:00,CG,28.1,86.0,0.7,204
2023-07-20 22:22:00,CG,28.1,86.0,0.6,213
2023-07-20 22:23:00,CG,28.2,86.0,0.5,228
2023-07-20 22:24:00,CG,28.2,86.0,0.5,249
2023-07-20 22:25:00,CG,28.1,86.0,0.4,50
2023-07-20 22:26:00,CG,28.2,86.0,0.4,117
2023-07-20 22:27:00,CG,28.2,85.0,0.4,166
2023-07-20 22:28:00,CG,28.2,85.0,0.4,169
2023-07-20 22:29:00,CG,28.2,85.0,0.5,144
2023-07-20 22:30:00,CG,28.1,85.0,0.5,140
2023-07-20 22:31:00,CG,28.1,86.0,0.6,134
2023-07-20 22:32:00,CG,28.1,86.0,0.7,122
2023-07-20 22:33:00,CG,28.1,86.0,0.7,120
2023-07-20 22:34:00,CG,28.1,86.0,0.7,130
2023-07-20 22:35:00,CG,28.1,85.0,0.8,138
2023-07-20 22:36:00,CG,28.1,85.0,0.7,137
2023-07-20 22:37:00,CG,28.1,85.0,0.8,132
2023-07-20 22:38:00,CG,28.1,85.0,0.7,129
2023-07-20 22:39:00,CG,28.1,85.0,0.7,132
2023-07-20 22:40:00,CG,28.1,86.0,0.6,131
2023-07-20 22:41:00,CG,28.0,86.0,0.5,131
2023-07-20 22:42:00,CG,28.0,86.0,0.5,127
2023-07-20 22:43:00,CG,,,0.5,121
2023-07-20 22:44:00,CG,28.0,86.0,0.5,120
2023-07-20 22:45:00,CG,27.9,86.0,0.5,118
2023-07-20 22:46:00,CG,27.9,85.0,0.4,128
2023-07-20 22:47:00,CG,27.9,85.0,0.4,128
2023-07-20 22:48:00,CG,27.9,85.0,0.4,127
2023-07-20 22:49:00,CG,27.9,86.0,0.4,126
2023-07-20 22:50:00,CG,27.9,86.0,0.5,127
2023-07-20 22:51:00,CG,27.9,85.0,0.6,126
2023-07-20 22:52:00,CG,27.8,86.0,0.6,126
